state,year,quarter,district,count,amount
west-bengal,2024,2,south twenty four parganas,4829,6149543.0
west-bengal,2024,2,howrah,4523,5947418.0
west-bengal,2024,2,paschim bardhaman,3790,5535438.0
west-bengal,2024,2,hooghly,3758,4785509.0
west-bengal,2024,2,paschim medinipur,2793,3494506.0
west-bengal,2024,2,darjiling,2758,4207151.0
west-bengal,2024,2,nadia,2758,3589423.0
west-bengal,2024,2,maldah,2731,3446842.0
west-bengal,2024,3,north twenty four parganas,14047,20510127.0
west-bengal,2024,3,kolkata,12285,16962184.0
west-bengal,2024,3,howrah,5433,7181245.0
west-bengal,2024,3,south twenty four parganas,5229,6980677.0
west-bengal,2024,3,paschim bardhaman,4409,6405671.0
west-bengal,2024,3,hooghly,4285,6048498.0
west-bengal,2024,3,malda,3293,4341156.0
west-bengal,2024,3,nadia,3160,4444441.0
west-bengal,2024,3,purba bardhaman,3110,4052652.0
west-bengal,2024,3,paschim medinipur,3038,4264388.0
west-bengal,2024,4,north twenty four parganas,16080,22630772.0
west-bengal,2024,4,kolkata,13720,18465410.0
west-bengal,2024,4,howrah,6763,8567180.0
west-bengal,2024,4,south twenty four parganas,6659,7720038.0
west-bengal,2024,4,hooghly,5089,6642595.0
west-bengal,2024,4,paschim bardhaman,4945,7005851.0
west-bengal,2024,4,paschim medinipur,4155,5405054.0
west-bengal,2024,4,malda,4042,4902098.0
west-bengal,2024,4,nadia,3807,5031294.0
west-bengal,2024,4,purba bardhaman,3595,4482879.0
west-bengal,2023,1,north twenty four parganas,11211,15232572.0
west-bengal,2023,1,kolkata,10117,12593112.0
west-bengal,2023,1,howrah,4051,5337244.0
west-bengal,2023,1,south twenty four parganas,3767,5042986.0
west-bengal,2023,1,paschim bardhaman,3264,4547900.0
west-bengal,2023,1,hooghly,3076,4353663.0
west-bengal,2023,1,paschim medinipur,2443,3304941.0
west-bengal,2023,1,maldah,2438,3326078.0
west-bengal,2023,1,darjiling,2218,3099342.0
west-bengal,2023,1,nadia,2212,3033002.0
west-bengal,2023,2,north twenty four parganas,9956,12796714.0
west-bengal,2023,2,kolkata,9018,11042108.0
west-bengal,2023,2,south twenty four parganas,3576,4536325.0
west-bengal,2023,2,howrah,3369,4382040.0
west-bengal,2023,2,paschim bardhaman,2918,3955797.0
west-bengal,2023,2,hooghly,2861,3933669.0
west-bengal,2023,2,darjiling,2037,2825313.0
west-bengal,2023,2,nadia,2021,2682343.0
west-bengal,2023,2,paschim medinipur,1804,2352680.0
west-bengal,2023,2,maldah,1799,2468202.0
west-bengal,2023,3,north twenty four parganas,11653,15397844.0
west-bengal,2023,3,kolkata,10667,12579074.0
west-bengal,2023,3,south twenty four parganas,4100,5345416.0
west-bengal,2023,3,howrah,3960,4940209.0
west-bengal,2023,3,hooghly,3336,4705529.0
west-bengal,2023,3,paschim bardhaman,3285,4337285.0
west-bengal,2023,3,purba bardhaman,2444,3247192.0
west-bengal,2023,3,darjiling,2298,3188462.0
west-bengal,2023,3,maldah,2131,2771850.0
west-bengal,2023,3,paschim medinipur,2108,3021797.0
west-bengal,2023,4,north twenty four parganas,13483,19211808.0
west-bengal,2023,4,kolkata,12306,16022532.0
west-bengal,2023,4,south twenty four parganas,5415,6996283.0
west-bengal,2023,4,howrah,5201,6655473.0
west-bengal,2023,4,paschim bardhaman,4095,5823988.0
west-bengal,2023,4,hooghly,4025,5665468.0
west-bengal,2023,4,paschim medinipur,3442,4688055.0
west-bengal,2023,4,maldah,2886,3998317.0
west-bengal,2023,4,nadia,2786,4012958.0
west-bengal,2023,4,darjiling,2762,4044883.0
west-bengal,2021,1,kolkata,3750,2611912.0
west-bengal,2021,1,north twenty four parganas,2388,2089048.0
west-bengal,2021,1,hooghly,1354,871815.0
west-bengal,2021,1,howrah,892,679890.0
west-bengal,2021,1,south twenty four parganas,759,588011.0
west-bengal,2021,1,paschim bardhaman,609,470478.0
west-bengal,2021,1,maldah,560,326652.0
west-bengal,2021,1,darjiling,549,528296.0
west-bengal,2021,1,paschim medinipur,530,335241.0
west-bengal,2021,1,murshidabad,520,331408.0
west-bengal,2021,2,north twenty four parganas,3025,2628371.0
west-bengal,2021,2,kolkata,2513,1919618.0
west-bengal,2021,2,hooghly,1814,1161847.0
west-bengal,2021,2,howrah,969,839685.0
west-bengal,2021,2,south twenty four parganas,864,813571.0
west-bengal,2021,2,paschim bardhaman,697,653764.0
west-bengal,2021,2,purba bardhaman,596,531232.0
west-bengal,2021,2,nadia,535,465213.0
west-bengal,2021,2,purba medinipur,506,346436.0
west-bengal,2021,2,darjiling,489,422426.0
west-bengal,2021,3,kolkata,4808,3468389.0
west-bengal,2021,3,north twenty four parganas,4077,3664190.0
west-bengal,2021,3,hooghly,2972,1791035.0
west-bengal,2021,3,howrah,1702,1365468.0
west-bengal,2021,3,south twenty four parganas,1342,1446109.0
west-bengal,2021,3,purba bardhaman,1246,1113357.0
west-bengal,2021,3,paschim bardhaman,1104,1186714.0
west-bengal,2021,3,maldah,1082,917118.0
west-bengal,2021,3,darjiling,851,790413.0
west-bengal,2021,3,koch bihar,743,505542.0
west-bengal,2021,4,north twenty four parganas,4922,5698422.0
west-bengal,2021,4,kolkata,4645,4777380.0
west-bengal,2021,4,howrah,1957,2162907.0
west-bengal,2021,4,south twenty four parganas,1781,2143612.0
west-bengal,2021,4,hooghly,1751,1907817.0
west-bengal,2021,4,paschim bardhaman,1509,1862383.0
west-bengal,2021,4,maldah,1208,1432474.0
west-bengal,2021,4,darjiling,1070,1346165.0
west-bengal,2021,4,purba bardhaman,1047,1172623.0
west-bengal,2021,4,paschim medinipur,1019,1473713.0
west-bengal,2020,2,north twenty four parganas,2047,355405.0
west-bengal,2020,2,kolkata,1288,224075.0
west-bengal,2020,2,howrah,631,114387.0
west-bengal,2020,2,hooghly,565,108804.0
west-bengal,2020,2,south twenty four parganas,502,100403.0
west-bengal,2020,2,paschim bardhaman,351,71221.0
west-bengal,2020,2,nadia,317,61692.0
west-bengal,2020,2,purba medinipur,274,56622.0
west-bengal,2020,2,paschim medinipur,270,56494.0
west-bengal,2020,2,darjiling,247,45481.0
west-bengal,2020,3,north twenty four parganas,2689,617166.0
west-bengal,2020,3,kolkata,1833,435620.0
west-bengal,2020,3,hooghly,847,201886.0
west-bengal,2020,3,howrah,846,181661.0
west-bengal,2020,3,south twenty four parganas,774,175635.0
west-bengal,2020,3,paschim bardhaman,757,186165.0
west-bengal,2020,3,purba medinipur,581,142104.0
west-bengal,2020,3,paschim medinipur,564,133265.0
west-bengal,2020,3,nadia,521,110858.0
west-bengal,2020,3,murshidabad,458,86182.0
west-bengal,2020,4,north twenty four parganas,1914,1511195.0
west-bengal,2020,4,kolkata,1692,1306337.0
west-bengal,2020,4,howrah,713,547727.0
west-bengal,2020,4,south twenty four parganas,607,550802.0
west-bengal,2020,4,hooghly,569,439509.0
west-bengal,2020,4,paschim bardhaman,563,397183.0
west-bengal,2020,4,purba medinipur,439,271897.0
west-bengal,2020,4,murshidabad,422,213072.0
west-bengal,2020,4,nadia,380,251150.0
west-bengal,2020,4,koch bihar,379,275427.0
uttar-pradesh,2022,1,ghaziabad,4758,6537190.0
uttar-pradesh,2022,1,gautam buddha nagar,4625,6576075.0
uttar-pradesh,2022,1,lucknow,3291,5309887.0
uttar-pradesh,2022,1,kanpur nagar,2777,3507206.0
uttar-pradesh,2022,1,meerut,1653,2798936.0
uttar-pradesh,2022,1,prayagraj,1439,2347870.0
uttar-pradesh,2022,1,agra,1437,2344316.0
uttar-pradesh,2022,1,varanasi,1383,1752157.0
uttar-pradesh,2022,1,gorakhpur,1341,2096332.0
uttar-pradesh,2022,1,bulandshahr,1218,1574674.0
uttar-pradesh,2022,2,gautam buddha nagar,5904,7335621.0
uttar-pradesh,2022,2,ghaziabad,5531,6780218.0
uttar-pradesh,2022,2,lucknow,3852,5617285.0
uttar-pradesh,2022,2,kanpur nagar,2563,3334743.0
uttar-pradesh,2022,2,meerut,2164,3132308.0
uttar-pradesh,2022,2,gorakhpur,1957,2516685.0
uttar-pradesh,2022,2,bulandshahr,1920,1817830.0
uttar-pradesh,2022,2,prayagraj,1826,2674015.0
uttar-pradesh,2022,2,varanasi,1563,1959557.0
uttar-pradesh,2022,2,bareilly,1487,1899280.0
uttar-pradesh,2022,3,gautam buddha nagar,7470,8955231.0
uttar-pradesh,2022,3,ghaziabad,6828,8266994.0
uttar-pradesh,2022,3,lucknow,4530,6093552.0
uttar-pradesh,2022,3,meerut,3115,4248870.0
uttar-pradesh,2022,3,kanpur nagar,2994,3637095.0
uttar-pradesh,2022,3,gorakhpur,2189,2883081.0
uttar-pradesh,2022,3,prayagraj,2178,2899353.0
uttar-pradesh,2022,3,bulandshahr,1800,1853520.0
uttar-pradesh,2022,3,agra,1668,2168436.0
uttar-pradesh,2022,3,varanasi,1593,2172926.0
uttar-pradesh,2022,4,gautam buddha nagar,9335,12220201.0
uttar-pradesh,2022,4,ghaziabad,8564,11370990.0
uttar-pradesh,2022,4,lucknow,5733,8510985.0
uttar-pradesh,2022,4,kanpur nagar,4549,5955630.0
uttar-pradesh,2022,4,meerut,3241,4918862.0
uttar-pradesh,2022,4,prayagraj,2676,4030415.0
uttar-pradesh,2022,4,gorakhpur,2131,3290711.0
uttar-pradesh,2022,4,agra,2038,3245964.0
uttar-pradesh,2022,4,varanasi,1865,2641816.0
uttar-pradesh,2022,4,bulandshahr,1681,2269862.0
uttar-pradesh,2024,1,gautam buddha nagar,10981,17480550.0
uttar-pradesh,2024,1,ghaziabad,9392,15080168.0
uttar-pradesh,2024,1,lucknow,6736,12751921.0
uttar-pradesh,2024,1,kanpur nagar,5244,8381914.0
uttar-pradesh,2024,1,meerut,4372,7716667.0
uttar-pradesh,2024,1,prayagraj,3581,6457219.0
uttar-pradesh,2024,1,agra,2778,5205452.0
uttar-pradesh,2024,1,moradabad,2771,4524971.0
uttar-pradesh,2024,1,gorakhpur,2704,4712299.0
uttar-pradesh,2024,1,bareilly,2541,4176264.0
uttar-pradesh,2024,2,gautam buddha nagar,9887,16523674.0
uttar-pradesh,2024,2,ghaziabad,8271,13333267.0
uttar-pradesh,2024,2,lucknow,5893,11428152.0
uttar-pradesh,2024,2,kanpur nagar,4591,7536607.0
uttar-pradesh,2024,2,meerut,3591,6184000.0
uttar-pradesh,2024,2,prayagraj,3184,5747573.0
uttar-pradesh,2024,2,moradabad,2733,4484726.0
uttar-pradesh,2024,2,bareilly,2491,4072343.0
uttar-pradesh,2024,2,gorakhpur,2444,4326018.0
uttar-pradesh,2024,2,varanasi,2414,4463808.0
uttar-pradesh,2024,3,gautambuddha nagar,10577,17321952.0
uttar-pradesh,2024,3,ghaziabad,9193,14000780.0
uttar-pradesh,2024,3,lucknow,6514,11848066.0
uttar-pradesh,2024,3,kanpur nagar,4825,7438114.0
uttar-pradesh,2024,3,meerut,4013,6718841.0
uttar-pradesh,2024,3,prayagraj,3439,5704952.0
uttar-pradesh,2024,3,gorakhpur,2752,4772281.0
uttar-pradesh,2024,3,moradabad,2648,4074503.0
uttar-pradesh,2024,3,agra,2490,4578823.0
uttar-pradesh,2024,3,varanasi,2311,4039502.0
uttar-pradesh,2024,4,gautambuddha nagar,13381,21437439.0
uttar-pradesh,2024,4,ghaziabad,11710,18521578.0
uttar-pradesh,2024,4,lucknow,7137,13917630.0
uttar-pradesh,2024,4,kanpur nagar,5328,8989140.0
uttar-pradesh,2024,4,prayagraj,4525,7958403.0
uttar-pradesh,2024,4,meerut,4424,7889754.0
uttar-pradesh,2024,4,gorakhpur,3223,5536867.0
uttar-pradesh,2024,4,moradabad,3071,4976308.0
uttar-pradesh,2024,4,agra,3066,5497894.0
uttar-pradesh,2024,4,varanasi,3042,5443097.0
uttar-pradesh,2023,1,ghaziabad,8919,12476473.0
uttar-pradesh,2023,1,gautam buddha nagar,8860,13530430.0
uttar-pradesh,2023,1,lucknow,5168,9298453.0
uttar-pradesh,2023,1,kanpur nagar,4196,6293656.0
uttar-pradesh,2023,1,meerut,3754,6164804.0
uttar-pradesh,2023,1,prayagraj,2140,3967644.0
uttar-pradesh,2023,1,agra,2007,3635170.0
uttar-pradesh,2023,1,gorakhpur,1946,3091996.0
uttar-pradesh,2023,1,bareilly,1766,2868326.0
uttar-pradesh,2023,1,varanasi,1684,2782251.0
uttar-pradesh,2023,2,gautam buddha nagar,8903,13095093.0
uttar-pradesh,2023,2,ghaziabad,8012,11085163.0
uttar-pradesh,2023,2,lucknow,5598,9801277.0
uttar-pradesh,2023,2,kanpur nagar,3859,5491209.0
uttar-pradesh,2023,2,meerut,3087,4828715.0
uttar-pradesh,2023,2,moradabad,2749,3943977.0
uttar-pradesh,2023,2,prayagraj,2383,4088463.0
uttar-pradesh,2023,2,agra,2255,3833794.0
uttar-pradesh,2023,2,gorakhpur,2009,3340034.0
uttar-pradesh,2023,2,bareilly,1850,3100459.0
uttar-pradesh,2023,3,gautam buddha nagar,10225,13643003.0
uttar-pradesh,2023,3,ghaziabad,8914,11669450.0
uttar-pradesh,2023,3,lucknow,6190,9701936.0
uttar-pradesh,2023,3,kanpur nagar,4630,6508882.0
uttar-pradesh,2023,3,meerut,3680,5465789.0
uttar-pradesh,2023,3,gorakhpur,2403,3612643.0
uttar-pradesh,2023,3,prayagraj,2364,3815831.0
uttar-pradesh,2023,3,agra,2209,3489628.0
uttar-pradesh,2023,3,moradabad,2019,2881894.0
uttar-pradesh,2023,3,varanasi,1948,2952032.0
uttar-pradesh,2023,4,gautam buddha nagar,10878,17960233.0
uttar-pradesh,2023,4,ghaziabad,9319,14487937.0
uttar-pradesh,2023,4,lucknow,6505,12260960.0
uttar-pradesh,2023,4,kanpur nagar,5160,8080958.0
uttar-pradesh,2023,4,meerut,3870,7048374.0
uttar-pradesh,2023,4,prayagraj,3310,5777544.0
uttar-pradesh,2023,4,agra,2711,5093950.0
uttar-pradesh,2023,4,gorakhpur,2533,4280963.0
uttar-pradesh,2023,4,bareilly,2460,4239599.0
uttar-pradesh,2023,4,varanasi,2220,3754886.0
uttar-pradesh,2021,1,gautam buddha nagar,2704,1750483.0
uttar-pradesh,2021,1,ghaziabad,2252,1736688.0
uttar-pradesh,2021,1,lucknow,1660,1301902.0
uttar-pradesh,2021,1,kanpur nagar,1252,851804.0
uttar-pradesh,2021,1,prayagraj,942,675067.0
uttar-pradesh,2021,1,meerut,799,753509.0
uttar-pradesh,2021,1,varanasi,739,448948.0
uttar-pradesh,2021,1,gorakhpur,665,538572.0
uttar-pradesh,2021,1,agra,623,394070.0
uttar-pradesh,2021,1,moradabad,587,305679.0
uttar-pradesh,2021,2,gautam buddha nagar,2623,2093735.0
uttar-pradesh,2021,2,ghaziabad,2403,2076073.0
uttar-pradesh,2021,2,lucknow,1853,1917156.0
uttar-pradesh,2021,2,kanpur nagar,1135,1145126.0
uttar-pradesh,2021,2,moradabad,928,574505.0
uttar-pradesh,2021,2,prayagraj,890,892945.0
uttar-pradesh,2021,2,meerut,818,933510.0
uttar-pradesh,2021,2,gorakhpur,720,732382.0
uttar-pradesh,2021,2,varanasi,689,536792.0
uttar-pradesh,2021,2,agra,643,468307.0
uttar-pradesh,2021,3,gautam buddha nagar,3442,3050678.0
uttar-pradesh,2021,3,ghaziabad,3152,3006811.0
uttar-pradesh,2021,3,lucknow,2417,2537773.0
uttar-pradesh,2021,3,kanpur nagar,1414,1206885.0
uttar-pradesh,2021,3,moradabad,1224,740164.0
uttar-pradesh,2021,3,meerut,1061,1113523.0
uttar-pradesh,2021,3,prayagraj,1042,1036771.0
uttar-pradesh,2021,3,gorakhpur,931,958444.0
uttar-pradesh,2021,3,agra,833,766422.0
uttar-pradesh,2021,3,varanasi,762,712414.0
uttar-pradesh,2021,4,ghaziabad,4654,5977135.0
uttar-pradesh,2021,4,gautam buddha nagar,4293,5710659.0
uttar-pradesh,2021,4,lucknow,3296,4038538.0
uttar-pradesh,2021,4,kanpur nagar,2265,2760463.0
uttar-pradesh,2021,4,meerut,1601,2421444.0
uttar-pradesh,2021,4,prayagraj,1599,2221711.0
uttar-pradesh,2021,4,agra,1238,1610714.0
uttar-pradesh,2021,4,gorakhpur,1230,1790715.0
uttar-pradesh,2021,4,varanasi,1190,1393923.0
uttar-pradesh,2021,4,bareilly,968,1132558.0
uttar-pradesh,2020,2,gautam buddha nagar,2335,394994.0
uttar-pradesh,2020,2,ghaziabad,1520,264005.0
uttar-pradesh,2020,2,lucknow,811,155822.0
uttar-pradesh,2020,2,kanpur nagar,503,96483.0
uttar-pradesh,2020,2,gorakhpur,373,73816.0
uttar-pradesh,2020,2,meerut,349,67016.0
uttar-pradesh,2020,2,agra,301,63087.0
uttar-pradesh,2020,2,varanasi,299,60741.0
uttar-pradesh,2020,2,prayagraj,283,57156.0
uttar-pradesh,2020,2,mathura,189,38741.0
uttar-pradesh,2020,3,gautam buddha nagar,1969,502733.0
uttar-pradesh,2020,3,lucknow,1629,426367.0
uttar-pradesh,2020,3,ghaziabad,1585,389991.0
uttar-pradesh,2020,3,kanpur nagar,999,244746.0
uttar-pradesh,2020,3,varanasi,868,200279.0
uttar-pradesh,2020,3,gorakhpur,794,203169.0
uttar-pradesh,2020,3,prayagraj,734,175907.0
uttar-pradesh,2020,3,agra,499,109194.0
uttar-pradesh,2020,3,meerut,475,127867.0
uttar-pradesh,2020,3,bareilly,404,92869.0
uttar-pradesh,2020,4,gautam buddha nagar,1890,1432507.0
uttar-pradesh,2020,4,ghaziabad,1812,1430818.0
uttar-pradesh,2020,4,lucknow,1215,1018602.0
uttar-pradesh,2020,4,kanpur nagar,913,744324.0
uttar-pradesh,2020,4,prayagraj,669,558900.0
uttar-pradesh,2020,4,meerut,543,568873.0
uttar-pradesh,2020,4,varanasi,538,370559.0
uttar-pradesh,2020,4,agra,509,312588.0
uttar-pradesh,2020,4,gorakhpur,479,401165.0
uttar-pradesh,2020,4,bareilly,366,289874.0
goa,2022,1,north goa,1369,2131215.0
goa,2022,1,south goa,1265,1734030.0
goa,2022,2,north goa,2018,3006451.0
goa,2022,2,south goa,1506,2087059.0
goa,2022,3,north goa,1669,2298586.0
goa,2022,3,south goa,1488,1843522.0
goa,2022,4,north goa,2517,3662258.0
goa,2022,4,south goa,1871,2528411.0
goa,2024,1,north goa,2803,4037155.0
goa,2024,1,south goa,2422,3490938.0
goa,2024,2,north goa,2752,4045983.0
goa,2024,2,south goa,2269,3132575.0
goa,2024,3,south goa,2836,4097331.0
goa,2024,3,north goa,2518,3954359.0
goa,2024,4,south goa,3426,4867109.0
goa,2024,4,north goa,3236,5036265.0
goa,2023,1,north goa,2130,3216159.0
goa,2023,1,south goa,1967,2643390.0
goa,2023,2,north goa,2231,3373064.0
goa,2023,2,south goa,1935,2557737.0
goa,2023,3,north goa,2161,3229062.0
goa,2023,3,south goa,1766,2416992.0
goa,2023,4,north goa,2725,4320025.0
goa,2023,4,south goa,2158,3090976.0
goa,2021,1,north goa,514,464207.0
goa,2021,1,south goa,365,363177.0
goa,2021,2,north goa,561,531664.0
goa,2021,2,south goa,455,496675.0
goa,2021,3,north goa,668,825408.0
goa,2021,3,south goa,546,560578.0
goa,2021,4,north goa,1203,1604306.0
goa,2021,4,south goa,884,1133010.0
goa,2020,2,north goa,181,37838.0
goa,2020,2,south goa,160,33262.0
goa,2020,3,north goa,401,115163.0
goa,2020,3,south goa,282,81701.0
goa,2020,4,north goa,351,398099.0
goa,2020,4,south goa,263,284265.0
punjab,2022,1,ludhiana,1184,2120278.0
punjab,2022,1,sas nagar,1135,1845468.0
punjab,2022,1,mansa,699,450234.0
punjab,2022,1,jalandhar,652,1032157.0
punjab,2022,1,bathinda,521,781949.0
punjab,2022,1,amritsar,455,881679.0
punjab,2022,1,patiala,399,974671.0
punjab,2022,1,hoshiarpur,371,746598.0
punjab,2022,1,sangrur,300,424823.0
punjab,2022,1,pathankot,240,472435.0
punjab,2022,2,sas nagar,1609,2609655.0
punjab,2022,2,ludhiana,1508,2179780.0
punjab,2022,2,jalandhar,874,1485593.0
punjab,2022,2,amritsar,686,1193605.0
punjab,2022,2,patiala,635,1167226.0
punjab,2022,2,bathinda,614,957624.0
punjab,2022,2,hoshiarpur,404,786570.0
punjab,2022,2,sangrur,403,562768.0
punjab,2022,2,pathankot,345,563810.0
punjab,2022,2,mansa,245,348275.0
punjab,2022,3,sas nagar,2303,3176155.0
punjab,2022,3,ludhiana,1961,2687099.0
punjab,2022,3,amritsar,1031,1765869.0
punjab,2022,3,jalandhar,1006,1468356.0
punjab,2022,3,bathinda,797,1211130.0
punjab,2022,3,patiala,749,1294854.0
punjab,2022,3,pathankot,692,1008235.0
punjab,2022,3,hoshiarpur,554,1013777.0
punjab,2022,3,sangrur,475,540188.0
punjab,2022,3,gurdaspur,457,858783.0
punjab,2022,4,sas nagar,2288,3709862.0
punjab,2022,4,ludhiana,2140,3167544.0
punjab,2022,4,jalandhar,1000,1718210.0
punjab,2022,4,amritsar,970,1692695.0
punjab,2022,4,bathinda,726,1370973.0
punjab,2022,4,patiala,722,1513303.0
punjab,2022,4,hoshiarpur,600,1234163.0
punjab,2022,4,pathankot,506,899972.0
punjab,2022,4,sangrur,470,697393.0
punjab,2022,4,gurdaspur,417,733846.0
punjab,2024,1,sas nagar,2821,5101014.0
punjab,2024,1,ludhiana,2561,3847279.0
punjab,2024,1,jalandhar,1185,2174769.0
punjab,2024,1,amritsar,1104,2157284.0
punjab,2024,1,bathinda,1040,1978256.0
punjab,2024,1,patiala,959,2010970.0
punjab,2024,1,pathankot,678,1252129.0
punjab,2024,1,hoshiarpur,642,1435308.0
punjab,2024,1,gurdaspur,442,1025134.0
punjab,2024,1,sangrur,399,912529.0
punjab,2024,2,sas nagar,2901,5591570.0
punjab,2024,2,ludhiana,2362,3744252.0
punjab,2024,2,amritsar,1311,2470409.0
punjab,2024,2,jalandhar,1100,2108562.0
punjab,2024,2,patiala,980,2026650.0
punjab,2024,2,bathinda,720,1428374.0
punjab,2024,2,pathankot,716,1301396.0
punjab,2024,2,hoshiarpur,619,1301853.0
punjab,2024,2,kapurthala,385,721579.0
punjab,2024,2,fazilka,382,812457.0
punjab,2024,3,sas nagar,3006,5667409.0
punjab,2024,3,ludhiana,2510,4172338.0
punjab,2024,3,amritsar,1539,2991537.0
punjab,2024,3,jalandhar,1256,2142101.0
punjab,2024,3,patiala,905,1709409.0
punjab,2024,3,hoshiarpur,849,1627453.0
punjab,2024,3,bathinda,745,1603910.0
punjab,2024,3,pathankot,717,1326765.0
punjab,2024,3,kapurthala,477,932429.0
punjab,2024,3,rupnagar,424,923830.0
punjab,2024,4,sas nagar,3398,6428068.0
punjab,2024,4,ludhiana,2804,4255410.0
punjab,2024,4,jalandhar,1382,2560324.0
punjab,2024,4,amritsar,1282,2843044.0
punjab,2024,4,bathinda,1144,1929363.0
punjab,2024,4,patiala,1000,2120528.0
punjab,2024,4,hoshiarpur,776,1722490.0
punjab,2024,4,pathankot,693,1417409.0
punjab,2024,4,gurdaspur,424,1058136.0
punjab,2024,4,kapurthala,420,813459.0
punjab,2023,1,sas nagar,2146,4086044.0
punjab,2023,1,ludhiana,1837,3230691.0
punjab,2023,1,jalandhar,931,1754296.0
punjab,2023,1,amritsar,917,1865322.0
punjab,2023,1,patiala,682,1650931.0
punjab,2023,1,bathinda,545,1283520.0
punjab,2023,1,pathankot,514,1060019.0
punjab,2023,1,hoshiarpur,500,1328429.0
punjab,2023,1,gurdaspur,353,885643.0
punjab,2023,1,kapurthala,294,587248.0
punjab,2023,2,sas nagar,2606,4613121.0
punjab,2023,2,ludhiana,2136,3486226.0
punjab,2023,2,amritsar,1606,2519911.0
punjab,2023,2,jalandhar,1263,1937881.0
punjab,2023,2,patiala,779,1745760.0
punjab,2023,2,bathinda,610,1147800.0
punjab,2023,2,pathankot,590,1144908.0
punjab,2023,2,hoshiarpur,561,1263496.0
punjab,2023,2,gurdaspur,373,834823.0
punjab,2023,2,sangrur,327,798822.0
punjab,2023,3,sas nagar,2820,4641417.0
punjab,2023,3,ludhiana,2423,3264425.0
punjab,2023,3,amritsar,1381,2262878.0
punjab,2023,3,jalandhar,1329,1743153.0
punjab,2023,3,patiala,792,1465777.0
punjab,2023,3,hoshiarpur,730,1422580.0
punjab,2023,3,pathankot,702,1191858.0
punjab,2023,3,bathinda,691,1369476.0
punjab,2023,3,gurdaspur,405,899868.0
punjab,2023,3,kapurthala,352,621960.0
punjab,2023,4,sas nagar,2981,5886008.0
punjab,2023,4,ludhiana,2308,4051850.0
punjab,2023,4,bathinda,1139,1993422.0
punjab,2023,4,amritsar,1111,2357920.0
punjab,2023,4,jalandhar,1053,2203746.0
punjab,2023,4,patiala,807,1673018.0
punjab,2023,4,hoshiarpur,666,1625737.0
punjab,2023,4,pathankot,575,1183980.0
punjab,2023,4,gurdaspur,386,1044061.0
punjab,2023,4,rupnagar,329,908180.0
punjab,2021,1,ludhiana,861,369315.0
punjab,2021,1,sas nagar,535,368411.0
punjab,2021,1,amritsar,324,190419.0
punjab,2021,1,jalandhar,261,170388.0
punjab,2021,1,patiala,236,131202.0
punjab,2021,1,bathinda,220,150288.0
punjab,2021,1,sangrur,165,118078.0
punjab,2021,1,hoshiarpur,151,138240.0
punjab,2021,1,fazilka,125,82640.0
punjab,2021,1,firozepur,113,101355.0
punjab,2021,2,ludhiana,898,599843.0
punjab,2021,2,sas nagar,587,542602.0
punjab,2021,2,amritsar,399,363006.0
punjab,2021,2,jalandhar,288,271427.0
punjab,2021,2,bathinda,273,242611.0
punjab,2021,2,patiala,256,207085.0
punjab,2021,2,hoshiarpur,159,280629.0
punjab,2021,2,sangrur,157,130688.0
punjab,2021,2,fazilka,143,107808.0
punjab,2021,2,pathankot,142,161045.0
punjab,2021,3,ludhiana,988,855879.0
punjab,2021,3,sas nagar,610,742657.0
punjab,2021,3,jalandhar,448,478633.0
punjab,2021,3,amritsar,369,332103.0
punjab,2021,3,sangrur,353,250351.0
punjab,2021,3,bathinda,275,301456.0
punjab,2021,3,patiala,268,266364.0
punjab,2021,3,mansa,197,99917.0
punjab,2021,3,hoshiarpur,181,306291.0
punjab,2021,3,pathankot,165,291101.0
punjab,2021,4,sas nagar,1079,1484361.0
punjab,2021,4,ludhiana,863,1315925.0
punjab,2021,4,mansa,563,282635.0
punjab,2021,4,jalandhar,504,737684.0
punjab,2021,4,amritsar,482,837451.0
punjab,2021,4,bathinda,458,618169.0
punjab,2021,4,patiala,350,513607.0
punjab,2021,4,hoshiarpur,347,722687.0
punjab,2021,4,sangrur,277,286504.0
punjab,2021,4,pathankot,245,523947.0
punjab,2020,2,ludhiana,558,104769.0
punjab,2020,2,sas nagar,352,63936.0
punjab,2020,2,jalandhar,296,54064.0
punjab,2020,2,amritsar,156,31594.0
punjab,2020,2,patiala,107,21680.0
punjab,2020,2,bathinda,76,16389.0
punjab,2020,2,hoshiarpur,73,15546.0
punjab,2020,2,sangrur,64,12663.0
punjab,2020,2,sri muktsar sahib,50,9490.0
punjab,2020,2,tarn taran,35,7444.0
punjab,2020,3,ludhiana,580,147327.0
punjab,2020,3,sas nagar,361,98689.0
punjab,2020,3,jalandhar,209,64695.0
punjab,2020,3,patiala,202,55606.0
punjab,2020,3,amritsar,194,52044.0
punjab,2020,3,bathinda,142,38321.0
punjab,2020,3,tarn taran,81,18363.0
punjab,2020,3,hoshiarpur,80,22366.0
punjab,2020,3,rupnagar,66,21805.0
punjab,2020,3,sangrur,66,19107.0
punjab,2020,4,ludhiana,516,306909.0
punjab,2020,4,sas nagar,365,275714.0
punjab,2020,4,jalandhar,249,179846.0
punjab,2020,4,amritsar,179,180379.0
punjab,2020,4,bathinda,159,131704.0
punjab,2020,4,patiala,156,100202.0
punjab,2020,4,hoshiarpur,99,104137.0
punjab,2020,4,sangrur,79,27515.0
